emp_no,dept_no,dept_name,title,birth_date,first_name,last_name,hire_date,from_date,to_date
205262,d004,Production,Senior Engineer,1953-04-23,Sergi,Munch,1988-09-20,1993-09-20,9999-01-01
205265,d004,Production,Senior Engineer,1953-08-21,Vishwani,Onuegbe,1985-02-15,1991-02-15,9999-01-01
205266,d004,Production,Senior Engineer,1954-07-12,Volkmar,Marquardt,1987-10-04,1999-10-03,9999-01-01
205272,d004,Production,Senior Engineer,1955-05-22,Zhenbing,Kuhnemann,1985-04-04,1985-04-04,9999-01-01
205283,d004,Production,Engineer,1953-07-23,Peternela,Eickenmeyer,1988-08-21,1998-11-22,9999-01-01
205295,d006,Quality Management,Senior Engineer,1955-09-28,Kristinn,Jonsson,1985-10-10,1993-10-16,9999-01-01
205297,d006,Quality Management,Senior Engineer,1955-06-18,Aral,Weedon,1986-12-15,2002-02-05,9999-01-01
205304,d004,Production,Engineer,1953-10-22,Volkmar,Preusig,1985-05-25,1995-12-04,9999-01-01
205313,d002,Finance,Senior Staff,1953-08-04,Make,Duclos,1987-02-26,2000-03-27,9999-01-01
205317,d009,Customer Service,Senior Staff,1955-08-12,Percy,Milicic,1987-04-05,2000-01-03,9999-01-01
205318,d004,Production,Senior Engineer,1955-09-21,Bernd,Lakshmanan,1985-05-27,1996-11-30,9999-01-01
205325,d007,Sales,Senior Staff,1953-10-13,Serenella,Harllee,1986-10-25,1994-11-08,9999-01-01
205331,d005,Development,Senior Engineer,1955-09-17,Nigel,Melski,1985-02-02,1993-02-02,9999-01-01
205332,d007,Sales,Staff,1955-10-19,Gita,Baar,1988-12-08,1996-08-09,9999-01-01
205343,d004,Production,Senior Engineer,1952-10-08,Kiyokazu,Brobst,1987-12-28,1995-12-28,9999-01-01
205350,d004,Production,Senior Engineer,1952-07-01,Masasuke,Murrill,1985-03-10,1993-03-10,9999-01-01
205357,d008,Research,Senior Engineer,1953-05-08,Radhia,Engelmann,1987-01-08,1996-01-08,9999-01-01
205359,d009,Customer Service,Senior Staff,1952-10-04,Serge,Bresenham,1986-05-11,2002-02-07,9999-01-01
205361,d005,Development,Senior Engineer,1955-08-01,Owen,Siepmann,1987-04-08,1987-04-08,9999-01-01
205370,d007,Sales,Senior Staff,1953-07-18,Geoffry,Marchesini,1988-07-11,1993-07-11,9999-01-01
205381,d005,Development,Engineer,1953-12-04,Mana,Lung,1987-09-01,1998-04-18,9999-01-01
205469,d008,Research,Senior Staff,1955-11-20,Zsolt,Perko,1985-11-14,1985-11-14,9999-01-01
205471,d004,Production,Senior Staff,1954-08-27,Bernd,Vasanthakumar,1986-01-18,1991-12-07,9999-01-01
205472,d006,Quality Management,Senior Engineer,1954-10-21,Sudhanshu,Winter,1987-07-14,1999-06-11,9999-01-01
205475,d005,Development,Senior Engineer,1952-07-17,Ute,Schach,1985-09-04,1997-02-17,9999-01-01
205476,d005,Development,Senior Engineer,1954-10-11,Hairong,Ruemmler,1985-03-17,1991-03-17,9999-01-01
205478,d009,Customer Service,Senior Staff,1953-06-13,Reinhard,Nittel,1986-10-12,1991-10-12,9999-01-01
205484,d005,Development,Senior Engineer,1955-10-21,Atreye,Yoshimura,1987-07-18,1993-07-17,9999-01-01
205489,d005,Development,Senior Engineer,1954-07-22,Surveyors,Laventhal,1985-08-17,1992-08-17,9999-01-01
205492,d004,Production,Engineer,1955-12-09,Wojceich,Lorch,1987-10-13,1999-12-23,9999-01-01
205524,d004,Production,Senior Engineer,1952-11-23,Dante,Reistad,1985-09-26,2002-07-25,9999-01-01
205528,d005,Development,Senior Engineer,1953-04-13,Shichao,Shiratori,1988-12-19,2000-12-18,9999-01-01
205529,d005,Development,Technique Leader,1954-03-29,Troy,Karner,1986-05-05,1986-05-05,9999-01-01
205553,d003,Human Resources,Senior Staff,1952-07-05,LiMin,Jeansoulin,1986-01-27,1993-01-27,9999-01-01
205559,d005,Development,Engineer,1955-09-27,Herbert,Portugali,1987-11-26,1996-11-25,9999-01-01
205568,d003,Human Resources,Senior Staff,1954-05-19,Abdelghani,Aingworth,1985-09-22,1992-09-22,9999-01-01
205582,d004,Production,Senior Engineer,1952-07-28,Zhigen,Panienski,1985-12-14,1991-12-14,9999-01-01
205592,d009,Customer Service,Senior Staff,1953-05-29,Houman,Weisert,1988-08-30,1994-08-30,9999-01-01
205597,d004,Production,Senior Engineer,1954-08-22,Kwan,Schonegge,1985-02-08,1990-02-08,9999-01-01
205608,d004,Production,Senior Engineer,1952-10-18,Gilbert,Morris,1987-03-03,1996-03-02,9999-01-01
205611,d002,Finance,Senior Staff,1953-09-07,Ramya,Plump,1986-11-22,1991-11-22,9999-01-01
205612,d004,Production,Senior Engineer,1954-08-29,Yakichi,Yurov,1985-12-03,1999-07-20,9999-01-01
205619,d005,Development,Senior Engineer,1953-07-19,Souichi,Provine,1986-01-11,1997-09-01,9999-01-01
205624,d008,Research,Senior Engineer,1955-09-21,Jolita,Lally,1988-01-20,1997-01-10,9999-01-01
205629,d007,Sales,Staff,1955-10-14,Guiseppe,Genin,1988-11-26,1996-10-27,9999-01-01
205638,d005,Development,Senior Engineer,1955-12-19,Lubomir,Peir,1986-12-17,1993-12-17,9999-01-01
205645,d004,Production,Senior Engineer,1953-01-16,Tonia,Stroustrup,1988-10-16,1994-10-16,9999-01-01
205653,d005,Development,Engineer,1953-12-27,Serif,Fiebach,1988-08-05,1997-09-07,9999-01-01
205656,d009,Customer Service,Senior Staff,1953-11-05,Hauke,Cairo,1987-05-17,1994-05-17,9999-01-01
205670,d004,Production,Technique Leader,1953-04-15,Hidefumi,Jeong,1987-01-01,1987-01-01,9999-01-01
205690,d009,Customer Service,Senior Staff,1954-04-16,Toshimi,Warwick,1986-02-12,1995-02-12,9999-01-01
205700,d001,Marketing,Staff,1953-09-05,Gay,Luit,1988-09-17,1998-09-07,9999-01-01
205712,d002,Finance,Senior Staff,1955-12-02,Susuma,Daescu,1986-10-18,1991-10-18,9999-01-01
205713,d005,Development,Senior Engineer,1955-11-19,Gennady,Makinen,1988-05-10,1993-05-10,9999-01-01
205723,d001,Marketing,Senior Staff,1952-09-08,Josyula,Crooks,1985-02-18,1996-01-06,9999-01-01
205728,d001,Marketing,Staff,1952-09-11,Hatem,Marquardt,1985-12-24,1995-10-27,9999-01-01
205733,d008,Research,Senior Staff,1953-11-08,Suzette,Tokunaga,1986-03-31,1991-03-31,9999-01-01
205737,d004,Production,Engineer,1952-09-02,Nishit,Masamoto,1988-05-20,1996-05-22,9999-01-01
205738,d005,Development,Senior Engineer,1954-01-01,Mong,Stroustrup,1985-11-25,1989-04-23,9999-01-01
205746,d001,Marketing,Senior Staff,1952-03-30,Laurentiu,Mitchem,1986-04-26,1995-02-21,9999-01-01
205749,d001,Marketing,Senior Staff,1954-03-29,Mikhail,Viele,1986-11-18,1994-11-18,9999-01-01
205753,d005,Development,Senior Engineer,1955-10-01,Keiichiro,Gonthier,1987-01-17,1998-01-30,9999-01-01
205760,d008,Research,Senior Staff,1952-12-17,Alexius,Hettesheimer,1985-06-20,1990-12-17,9999-01-01
205761,d005,Development,Senior Engineer,1952-11-25,Bowen,Melter,1986-06-11,1993-04-15,9999-01-01
205778,d005,Development,Senior Engineer,1952-12-18,Yakichi,Itzfeldt,1986-06-11,1998-02-12,9999-01-01
205779,d002,Finance,Senior Staff,1952-10-03,Adhemar,Kuhnemann,1987-08-17,1999-01-04,9999-01-01
205782,d008,Research,Senior Engineer,1955-07-28,Shen,Brandsma,1986-10-06,1986-10-06,9999-01-01
205796,d001,Marketing,Senior Staff,1954-05-27,Arne,DuCasse,1986-01-31,1997-12-09,9999-01-01
205810,d005,Development,Senior Staff,1952-04-12,Lenore,Chiola,1987-12-15,1998-10-15,9999-01-01
205819,d009,Customer Service,Staff,1953-12-29,Stevo,Radwan,1987-01-14,1996-05-19,9999-01-01
205826,d008,Research,Senior Staff,1954-01-17,Diederik,Schauser,1986-07-30,1996-10-12,9999-01-01
205843,d004,Production,Senior Engineer,1954-08-31,Chenye,Peek,1988-05-16,1989-05-02,9999-01-01
205849,d007,Sales,Senior Staff,1954-12-22,Masali,Walston,1985-07-06,1993-07-06,9999-01-01
205850,d001,Marketing,Senior Staff,1952-04-10,Hiroyasu,Staudhammer,1988-01-18,1995-01-18,9999-01-01
205860,d006,Quality Management,Senior Engineer,1952-08-23,Gopalakrishnan,Rosar,1987-04-06,1987-04-06,9999-01-01
205872,d009,Customer Service,Senior Staff,1953-09-01,Kitty,Greibach,1987-08-12,2001-04-27,9999-01-01
205876,d006,Quality Management,Senior Engineer,1954-02-04,Gonzalo,Roccetti,1987-10-14,2001-10-14,9999-01-01
205890,d007,Sales,Senior Staff,1954-09-28,Georgi,Chenoweth,1987-06-27,1994-06-27,9999-01-01
205899,d007,Sales,Senior Staff,1954-07-14,Radoslaw,Mundy,1986-03-29,1997-06-03,9999-01-01
205903,d004,Production,Senior Engineer,1955-10-22,Xiong,Matzel,1985-11-13,1995-05-03,9999-01-01
205918,d007,Sales,Senior Staff,1954-04-05,Lihong,Ghandeharizadeh,1988-01-01,1988-01-01,9999-01-01
205920,d006,Quality Management,Engineer,1953-12-11,Mechthild,Roccetti,1986-05-14,1997-04-09,9999-01-01
205921,d007,Sales,Senior Staff,1952-12-23,Bangqing,Chartres,1987-09-07,1996-05-14,9999-01-01
205924,d004,Production,Senior Engineer,1954-03-10,Alain,Ventosa,1987-01-28,1999-01-27,9999-01-01
205928,d004,Production,Senior Engineer,1954-05-17,Domenico,Esteva,1987-02-14,1996-02-14,9999-01-01
205931,d008,Research,Senior Staff,1953-06-06,Renny,Escriba,1986-05-23,1991-05-23,9999-01-01
205944,d006,Quality Management,Engineer,1953-03-21,Kwangho,Nitsch,1986-02-18,1999-12-07,9999-01-01
205945,d005,Development,Senior Engineer,1952-06-13,Ottavia,Larfeldt,1987-04-01,1995-04-01,9999-01-01
205962,d002,Finance,Senior Staff,1953-06-03,Jouni,Miculan,1988-03-08,1994-03-08,9999-01-01
205963,d005,Development,Senior Engineer,1954-01-23,Yechiam,Curless,1988-12-14,2000-10-01,9999-01-01
205968,d004,Production,Senior Engineer,1952-02-07,Gilbert,Kuzuoka,1986-05-19,1989-10-21,9999-01-01
205974,d005,Development,Senior Engineer,1955-03-30,Mona,Gajiwala,1985-04-02,1990-04-02,9999-01-01
206000,d007,Sales,Senior Staff,1954-01-18,Atreye,Schapire,1986-05-03,1993-05-03,9999-01-01
206014,d002,Finance,Senior Staff,1952-12-26,Premsyl,Walstra,1986-02-05,1995-03-06,9999-01-01
206016,d001,Marketing,Senior Staff,1953-05-05,Suzette,Garrabrants,1987-10-25,2001-09-03,9999-01-01
206018,d005,Development,Senior Engineer,1953-04-23,Takahiro,Baca,1986-08-26,1992-08-25,9999-01-01
206035,d008,Research,Senior Engineer,1954-07-14,Kinh,Eiron,1988-01-03,1988-01-03,9999-01-01
206053,d007,Sales,Senior Staff,1954-03-18,Tsuneo,Alblas,1986-05-12,1994-05-12,9999-01-01
206059,d005,Development,Senior Engineer,1955-08-01,Jaana,Levergood,1987-11-05,1996-11-04,9999-01-01
206067,d005,Development,Senior Engineer,1955-10-04,Manton,Itzigehl,1987-05-04,1995-05-04,9999-01-01
206091,d001,Marketing,Staff,1954-02-17,Zhaofang,Knightly,1985-10-24,1998-10-04,9999-01-01
206110,d004,Production,Senior Staff,1952-12-21,Shaz,Haddadi,1985-12-30,1994-12-30,9999-01-01
206122,d005,Development,Engineer,1955-05-09,Munenori,Bazelow,1987-12-16,1994-09-19,9999-01-01
206146,d004,Production,Senior Engineer,1955-02-22,Becky,Merkl,1985-02-08,1996-10-23,9999-01-01
206149,d004,Production,Senior Engineer,1955-06-15,Yurii,Mellouli,1987-03-24,1987-03-24,9999-01-01
206164,d002,Finance,Senior Staff,1955-06-02,Minghong,Vernadat,1986-02-04,1986-04-02,9999-01-01
206165,d003,Human Resources,Staff,1952-08-03,LiMin,Hmelo,1985-04-11,1996-05-06,9999-01-01
206168,d007,Sales,Senior Staff,1955-07-18,Serap,Matzat,1985-04-29,1990-04-29,9999-01-01
206173,d002,Finance,Senior Staff,1954-06-10,Chaosheng,Radivojevic,1988-01-03,1996-01-03,9999-01-01
206185,d005,Development,Senior Engineer,1955-09-26,Yolla,Gonthier,1988-07-21,2000-09-07,9999-01-01
206191,d005,Development,Senior Engineer,1953-08-15,Chaitali,Asrin,1985-09-24,1993-09-24,9999-01-01
206193,d007,Sales,Senior Staff,1955-02-28,Kerryn,Senzako,1985-05-02,1993-02-02,9999-01-01
206199,d005,Development,Technique Leader,1952-10-25,Rafail,Hashii,1986-12-23,1986-12-23,9999-01-01
206211,d009,Customer Service,Senior Staff,1953-08-16,Golgen,Schapire,1987-11-15,1994-11-15,9999-01-01
206223,d004,Production,Senior Engineer,1954-11-24,Masanao,Meszaros,1985-08-17,1999-10-03,9999-01-01
206227,d005,Development,Senior Engineer,1954-06-07,Feixiong,Schmittgen,1987-02-02,1998-07-17,9999-01-01
206230,d004,Production,Senior Engineer,1953-12-17,Eckart,Gire,1986-03-10,1991-03-10,9999-01-01
206240,d004,Production,Senior Engineer,1952-02-03,Oksana,Zykh,1988-03-22,1995-03-23,9999-01-01
206241,d007,Sales,Senior Staff,1953-12-21,Kazuhira,Danecki,1988-09-28,1997-09-28,9999-01-01
206262,d008,Research,Staff,1955-03-21,Alejandro,Bugrara,1986-04-21,1994-07-02,9999-01-01
206272,d004,Production,Senior Engineer,1952-09-13,Xinan,Miake,1985-12-02,1991-12-02,9999-01-01
206277,d001,Marketing,Senior Staff,1955-02-02,Candida,Toyoshima,1987-12-30,1995-10-24,9999-01-01
206286,d004,Production,Senior Engineer,1952-09-26,Arno,Pocchiola,1988-07-13,1995-07-14,9999-01-01
206288,d005,Development,Engineer,1953-12-13,Sverrir,Vrecion,1985-08-17,1997-04-10,9999-01-01
206296,d003,Human Resources,Senior Staff,1954-03-23,Kwangjo,Landherr,1988-11-19,1996-11-19,9999-01-01
206301,d005,Development,Senior Engineer,1953-04-20,Huiqun,Yavatkar,1987-01-05,1998-11-01,9999-01-01
206335,d002,Finance,Senior Staff,1954-10-14,Katsuyuki,Eldridge,1986-06-27,1995-08-07,9999-01-01
206339,d004,Production,Engineer,1955-09-26,Kamran,Emmart,1988-04-16,1998-12-04,9999-01-01
206343,d008,Research,Staff,1955-10-22,Aris,Erie,1987-12-04,1999-12-07,9999-01-01
206346,d005,Development,Senior Engineer,1953-11-09,Syozo,Hitomi,1988-07-02,1988-07-02,9999-01-01
206354,d005,Development,Senior Engineer,1955-12-21,Gennadi,Kawashima,1988-03-03,1988-03-03,9999-01-01
206355,d004,Production,Engineer,1954-05-18,Aleksander,Picci,1985-07-19,1995-08-19,9999-01-01
206368,d004,Production,Engineer,1954-06-05,Kamakshi,Azadmanesh,1987-05-15,1999-05-18,9999-01-01
206381,d004,Production,Senior Staff,1954-02-24,Horward,Peltason,1987-09-19,1995-09-19,9999-01-01
206399,d009,Customer Service,Senior Engineer,1954-02-15,Macha,Hasham,1986-01-23,1991-06-04,9999-01-01
206411,d005,Development,Senior Engineer,1953-08-02,Shigeichiro,Vidal,1986-01-31,1992-01-31,9999-01-01
206416,d001,Marketing,Senior Staff,1954-10-14,Ronnie,Kopetz,1986-07-03,2002-04-29,9999-01-01
206418,d005,Development,Senior Engineer,1955-06-16,Marco,Vickson,1985-12-21,1989-11-12,9999-01-01
206427,d007,Sales,Senior Staff,1955-10-25,Nobuyoshi,Otillio,1986-11-25,1997-12-10,9999-01-01
206439,d002,Finance,Senior Staff,1953-04-26,Atreye,Pellegrinelli,1987-07-14,1987-07-14,9999-01-01
206468,d004,Production,Engineer,1952-11-30,Hidefumi,Crouzet,1987-10-20,1997-08-25,9999-01-01
206501,d005,Development,Senior Engineer,1954-03-26,Kamakshi,Vrecion,1985-11-05,2001-09-27,9999-01-01
206507,d005,Development,Senior Engineer,1955-05-20,Bernt,Gonthier,1985-06-04,1993-08-15,9999-01-01
206520,d005,Development,Senior Engineer,1955-11-29,Gor,Selenyi,1985-12-13,2001-06-03,9999-01-01
206526,d007,Sales,Senior Staff,1954-01-16,Hauke,Chepyzhov,1987-09-11,1993-01-01,9999-01-01
206530,d008,Research,Senior Staff,1955-10-20,Xuedong,Roison,1985-04-21,1994-04-21,9999-01-01
206539,d005,Development,Senior Engineer,1952-03-20,Jaroslava,Eterovic,1985-06-25,1991-06-25,9999-01-01
206559,d005,Development,Senior Engineer,1952-06-12,Ronghao,Erde,1985-09-19,1990-09-19,9999-01-01
206576,d007,Sales,Staff,1952-06-15,Chenxi,Chepyzhov,1987-09-30,1995-06-04,9999-01-01
206578,d007,Sales,Staff,1953-02-25,Deborah,Onuegbe,1986-11-26,1993-09-21,9999-01-01
206599,d005,Development,Technique Leader,1953-09-11,Kwangjo,Demir,1986-08-29,1996-12-10,9999-01-01
206604,d004,Production,Senior Engineer,1955-01-30,Adil,Rajala,1986-08-08,1992-12-14,9999-01-01
206611,d008,Research,Senior Staff,1953-10-09,Qingxiang,Isard,1986-03-29,1991-03-29,9999-01-01
206634,d009,Customer Service,Senior Staff,1953-12-01,Fumino,Jiang,1985-07-23,1999-09-19,9999-01-01
206637,d005,Development,Senior Engineer,1953-09-03,Jahangir,Schlenzig,1985-02-18,1991-02-18,9999-01-01
206639,d005,Development,Senior Engineer,1953-06-11,Gad,Openshaw,1986-05-19,1986-05-19,9999-01-01
206648,d004,Production,Senior Engineer,1952-08-05,Dhritiman,Lindqvist,1988-09-26,1988-09-26,9999-01-01
206653,d002,Finance,Staff,1955-07-16,Sumant,Landherr,1987-01-31,1997-09-02,9999-01-01
206668,d007,Sales,Senior Staff,1953-12-24,Jaana,Rabejac,1986-06-18,1991-06-18,9999-01-01
206686,d007,Sales,Senior Staff,1953-03-26,Shin,Mondadori,1988-10-01,1992-12-31,9999-01-01
206697,d007,Sales,Staff,1952-03-10,Billie,Quaggetto,1987-06-12,1996-10-03,9999-01-01
206711,d009,Customer Service,Senior Staff,1953-08-29,Visit,Oskamp,1987-01-31,1998-08-15,9999-01-01
206713,d004,Production,Senior Engineer,1955-02-18,Zhiguo,Orsini,1986-02-05,1986-02-05,9999-01-01
206718,d007,Sales,Senior Staff,1954-07-16,Koldo,Ramaiah,1986-06-17,1992-06-16,9999-01-01
206731,d006,Quality Management,Senior Engineer,1954-09-27,Phuoc,Ramras,1988-07-21,2002-08-01,9999-01-01
206732,d005,Development,Senior Engineer,1954-01-27,Renny,Furedi,1986-12-18,1995-12-18,9999-01-01
206737,d002,Finance,Senior Staff,1952-06-20,Shalesh,Farrow,1987-03-11,1995-03-11,9999-01-01
206744,d007,Sales,Staff,1955-09-11,Kenton,Radivojevic,1988-06-11,1997-04-13,9999-01-01
206746,d008,Research,Senior Engineer,1955-01-19,Khoa,Honiden,1987-12-20,1987-12-20,9999-01-01
206760,d008,Research,Senior Staff,1953-07-17,Feixiong,Baumann,1985-05-12,1991-05-12,9999-01-01
206763,d008,Research,Senior Engineer,1952-06-11,Elvia,Schaad,1987-08-19,1992-08-18,9999-01-01
206765,d005,Development,Engineer,1952-11-23,Alselm,Zobel,1986-01-18,1995-12-07,9999-01-01
206771,d005,Development,Senior Engineer,1954-01-20,Ferdinand,Lores,1985-04-27,1998-12-03,9999-01-01
206804,d005,Development,Senior Engineer,1953-02-14,Uinam,Pokrovskii,1987-01-20,1996-12-29,9999-01-01
206813,d009,Customer Service,Senior Staff,1954-10-08,Genta,Poujol,1988-09-17,1996-09-17,9999-01-01
206815,d007,Sales,Senior Staff,1955-05-26,Insup,Frolund,1988-06-30,1988-11-19,9999-01-01
206816,d005,Development,Senior Engineer,1952-08-25,Dharmaraja,Falby,1987-01-06,1988-07-12,9999-01-01
206817,d003,Human Resources,Senior Staff,1954-06-26,Xudong,Hiltgen,1987-12-28,1994-12-28,9999-01-01
206847,d007,Sales,Senior Staff,1955-04-03,Luise,Akazan,1985-05-15,1998-10-02,9999-01-01
206848,d004,Production,Senior Engineer,1954-04-15,Pintsang,Raney,1985-10-27,1991-10-27,9999-01-01
206872,d007,Sales,Senior Staff,1952-02-18,Marc,Stafford,1987-03-21,1996-03-20,9999-01-01
206886,d005,Development,Senior Engineer,1954-10-18,Radoslaw,Xiaoshan,1988-02-22,1999-09-19,9999-01-01
206921,d004,Production,Senior Engineer,1954-09-14,Takushi,Castellani,1986-04-26,1991-04-26,9999-01-01
206929,d004,Production,Senior Engineer,1953-03-19,Shuzo,Weedon,1988-11-07,2000-03-10,9999-01-01
206952,d005,Development,Senior Engineer,1952-02-10,Jeanna,Kadhim,1988-08-19,1999-03-02,9999-01-01
206974,d004,Production,Senior Engineer,1954-03-23,Maia,Sadowsky,1987-12-21,1999-07-07,9999-01-01
206995,d002,Finance,Senior Staff,1955-11-23,Bernd,Nollmann,1988-01-12,1994-01-11,9999-01-01
206999,d003,Human Resources,Senior Staff,1952-10-06,Vivian,Colorni,1987-09-10,1995-09-10,9999-01-01
207009,d004,Production,Senior Engineer,1953-10-18,Moni,Angelov,1987-03-11,1995-03-11,9999-01-01
207012,d004,Production,Senior Engineer,1952-10-27,Masamitsu,Goodrum,1986-11-14,1995-11-14,9999-01-01
207016,d004,Production,Senior Engineer,1952-07-30,Lenore,Mondadori,1986-11-16,1986-11-16,9999-01-01
207025,d005,Development,Engineer,1955-02-25,Barry,Hanratty,1986-03-07,1999-08-22,9999-01-01
207050,d004,Production,Senior Engineer,1954-12-05,Navin,Khasidashvili,1988-03-24,1996-03-24,9999-01-01
207056,d005,Development,Technique Leader,1952-07-09,Volkmar,Lorcy,1988-01-25,1989-10-26,9999-01-01
207078,d004,Production,Senior Engineer,1952-06-30,Idoia,Highland,1988-05-10,1995-05-11,9999-01-01
207087,d004,Production,Senior Engineer,1953-09-08,Pranjal,Codenie,1985-09-18,1991-09-18,9999-01-01
207090,d007,Sales,Senior Staff,1952-09-09,Stein,Uhrig,1988-01-26,1994-01-25,9999-01-01
207092,d009,Customer Service,Senior Staff,1953-06-01,Hein,Schwabacher,1986-04-25,1991-04-25,9999-01-01
207095,d004,Production,Senior Engineer,1952-09-30,Jiann,Hashii,1987-05-29,1992-05-28,9999-01-01
207118,d005,Development,Senior Engineer,1955-01-13,Lijia,Siochi,1985-11-22,1992-11-22,9999-01-01
207148,d005,Development,Senior Engineer,1955-01-27,Zhiguo,Ullian,1988-09-05,1995-09-06,9999-01-01
207154,d009,Customer Service,Staff,1953-02-14,Almudena,Wendorf,1987-12-29,1996-12-06,9999-01-01
207162,d001,Marketing,Senior Staff,1955-11-28,Yucai,Kruskal,1988-10-18,1988-10-18,9999-01-01
207167,d007,Sales,Staff,1953-06-27,Mohd,Genin,1986-11-29,1997-06-08,9999-01-01
207178,d005,Development,Senior Engineer,1954-03-02,Masasuke,Muniz,1987-05-14,1995-05-14,9999-01-01
207190,d005,Development,Senior Engineer,1953-12-30,Dinkar,Mitzlaff,1985-11-07,1997-11-06,9999-01-01
207198,d005,Development,Senior Engineer,1952-04-24,Shahaf,Heystek,1987-08-09,1994-08-09,9999-01-01
207208,d005,Development,Senior Engineer,1953-08-02,Susanne,Shackel,1988-01-26,2002-01-26,9999-01-01
207223,d004,Production,Engineer,1954-04-04,Garnet,Marshall,1987-07-14,1995-07-14,9999-01-01
207263,d002,Finance,Senior Staff,1953-09-30,Ult,Czaja,1988-02-26,1994-02-25,9999-01-01
207276,d005,Development,Assistant Engineer,1955-04-21,Ramalingam,Oaver,1988-08-15,1998-06-04,9999-01-01
207279,d003,Human Resources,Senior Staff,1955-03-13,Hugo,Zultner,1986-05-31,1999-10-31,9999-01-01
207291,d002,Finance,Senior Staff,1955-03-10,Van,Cronan,1988-03-27,1996-03-27,9999-01-01
207295,d004,Production,Assistant Engineer,1952-02-23,Aiichiro,Motley,1987-11-07,1998-01-19,9999-01-01
207311,d008,Research,Senior Staff,1952-08-12,Houman,Pietracaprina,1987-11-24,1993-11-30,9999-01-01
207317,d007,Sales,Senior Staff,1953-09-02,Francoise,Naudin,1988-06-12,1994-06-12,9999-01-01
207323,d005,Development,Senior Engineer,1954-02-05,Uli,Pehl,1986-10-31,1988-08-11,9999-01-01
207370,d005,Development,Senior Engineer,1953-05-29,Morrie,Edelhoff,1985-07-12,1993-07-12,9999-01-01
207381,d004,Production,Senior Engineer,1952-08-15,Shridhar,Cooman,1987-09-27,1993-09-26,9999-01-01
207383,d005,Development,Senior Engineer,1955-04-06,Utz,Coullard,1987-11-07,1993-11-06,9999-01-01
207392,d009,Customer Service,Senior Staff,1955-06-24,Piyawadee,Denna,1987-01-19,1995-08-30,9999-01-01
207416,d007,Sales,Senior Staff,1954-10-08,Gaurav,Kuhnemann,1987-03-19,1994-07-20,9999-01-01
207426,d004,Production,Assistant Engineer,1953-09-20,Mats,Panangaden,1985-09-21,1998-10-23,9999-01-01
207434,d004,Production,Senior Engineer,1952-02-12,Huan,Sevcikova,1988-07-04,1997-04-20,9999-01-01
207439,d006,Quality Management,Senior Engineer,1953-07-21,Zongyan,Pouyioutas,1986-07-12,1992-07-11,9999-01-01
207448,d002,Finance,Senior Staff,1953-10-29,Kristof,Dredge,1986-08-21,1993-08-21,9999-01-01
207454,d004,Production,Senior Engineer,1952-12-31,Moon,Radivojevic,1986-04-22,1994-06-01,9999-01-01
207455,d005,Development,Engineer,1954-12-10,Hyuckchul,Kisuki,1988-08-19,1996-07-12,9999-01-01
207460,d002,Finance,Senior Staff,1952-05-27,Sadok,Oskamp,1987-08-05,1993-08-04,9999-01-01
207486,d009,Customer Service,Senior Staff,1953-02-07,Vatsa,Badache,1986-02-25,1995-02-25,9999-01-01
207489,d004,Production,Senior Engineer,1953-07-07,Collette,Irland,1986-04-12,1986-04-12,9999-01-01
207512,d007,Sales,Senior Staff,1954-05-08,Valeska,Basagni,1985-09-04,1999-05-15,9999-01-01
207514,d009,Customer Service,Staff,1954-09-10,Malu,Haumacher,1987-06-29,1995-08-19,9999-01-01
207515,d005,Development,Senior Engineer,1952-12-26,Danny,Puppo,1988-12-17,1996-12-17,9999-01-01
207518,d007,Sales,Senior Staff,1955-01-27,Jeanna,Reinhart,1988-04-29,2001-07-31,9999-01-01
207523,d005,Development,Senior Engineer,1954-10-20,Chaosheng,Picaronny,1988-05-04,1994-04-14,9999-01-01
207532,d007,Sales,Senior Staff,1954-10-15,Lidong,Jeansoulin,1988-07-26,2000-01-25,9999-01-01
207539,d004,Production,Senior Engineer,1954-01-21,Dzung,Lalonde,1986-11-01,1991-11-01,9999-01-01
207549,d004,Production,Technique Leader,1952-04-04,Youssef,Mattern,1988-09-28,1988-09-28,9999-01-01
207558,d001,Marketing,Senior Staff,1952-11-04,Rance,Itschner,1985-10-19,1990-12-05,9999-01-01
207580,d009,Customer Service,Staff,1953-09-27,Parto,Harbusch,1987-05-04,1995-11-21,9999-01-01
207584,d005,Development,Senior Engineer,1954-12-13,Basant,Schlumberger,1987-05-24,1987-05-24,9999-01-01
207585,d005,Development,Senior Engineer,1955-12-28,Limsoon,Picel,1987-12-13,1997-05-08,9999-01-01
207587,d001,Marketing,Senior Staff,1952-08-11,Irena,Kitai,1987-11-25,1994-11-25,9999-01-01
207590,d005,Development,Senior Engineer,1952-05-07,Dipankar,Ferriere,1987-08-04,1999-11-30,9999-01-01
207597,d005,Development,Senior Engineer,1954-11-04,Murthy,Kusakari,1985-06-22,1998-04-25,9999-01-01
207614,d005,Development,Senior Engineer,1952-05-06,Nadjib,Ozeri,1986-01-21,1986-01-21,9999-01-01
207658,d005,Development,Senior Engineer,1952-02-01,Kiyokazu,Whitcomb,1988-07-26,1988-07-26,9999-01-01
207661,d007,Sales,Senior Staff,1953-02-05,Hairong,Leslie,1986-05-15,1986-05-15,9999-01-01
